,Sentence,Emotion
4101,When I am dirty because I have not had a shower for a few days.,digust
4102,Once I did not have enough money to pay for a coffee.,shame
4103,After an argument with a friend of mine.,guilty
4104,A friend of mine told me that I had passed the entrance exam to á the university.,joy
4105,Before taking an exam.,fear
4106,My family told me to leave if I was not willing to accept the á conditions they imposed on me.,anger
4107,A friend of mine called me when I was not at home.  I phoned her á back to know what she wanted and she told me that she had dialled á the wrong number.,sadness
4108,I had to change a baby's clothes for the first time.,digust
4109,I fell outside the door of my house.,shame
4110,My younger sister was almost run over by a lorry.,guilty
4111,When my brother was born.,joy
4112,When I almost fell down from some rocks because I had been acting á foolishly and playing dangerously.,fear
4113,Once I saw some children hunting a cat to death.,anger
4114,The death of a friend.,sadness
4115,When I saw a scene on T.V where a castration was shown.,digust
4116,Once I answered my father rudely.,shame
4117,When my brother ran away from home and I thought it was because á of my continously scolding him.,guilty
4118,When I saw that I had passed the university entrance exam.  It á made me forget all my problems.,joy
4119,When I was ten I got shut in the school with a friend.  I had to á jump out of a window and cross a beam 10 metres high.,fear
4120,When I was told that a boy did not want to be my friend without á any apparent reason.,anger
4121,When I learnt that a boy I liked had been with a girl for three á years.,sadness
4122,When a very dirty class-mate farted in my  presence.  There was a á terrible smell.,digust
4123,When I realized that I had a hole in my trousers after having gone á for a walk.,shame
4124,When I had an argument with my grandfather the day my younger á brother was born.,guilty
4125,"When I saw my 16 year old sister at home after having waited for á her all night, not knowing where she was.",joy
4126,While I was waiting for them to give me the marks of the most á difficult subject this year.,fear
4127,"I had an argument with my mother because I criticized the rules á she imposes at home, which are too rigid and arbitrary for me.",anger
4128,When I learned that a friend of mine had not been speaking to her á boyfriend for a week after an argument because of unfounded á jealousy.,sadness
4129,On seeing a scene of an accident in a magazine.,digust
4130,A few days back I had to ask a professor a ridiculous question á because I had lost at a game of cards and had to pay a forfeit.,shame
4131,When I shouted at my mother when she was nervous and depressed.,guilty
4132,After several days delay in my girlfriend's menstration I was á very glad to see that the pregnancy test was negative.,joy
4133,"When I saw a TV program on the North American military plan á called \The startwar\"".""",fear
4134,I felt angry when I saw on T.V the last slaughter of negroes in á South Africa.,anger
4135,When I saw the pictures of the draught in Etiopia.,sadness
4136,Whenever I see an alcoholic.,digust
4137,"On New Year's Eve, when I went to the house of my girlfriend's á parents to meet them.",shame
